(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(1004, 1381)#(1381, 1711)#(1711, 2656)#(2656, 3520)#(3520, 2302)#(2302, 427)#(427, 2058)#(2058, 2331)#(2331, 148)#(148, 2007)#(2007, 4532)#(4532, 3187)#(3187, 2033)#(2033, 3503)
(3279, 2277)#(2277, 3064)#(3064, 1085)#(1085, 2231)#(2231, 1272)#(1272, 1084)#(1084, 1232)#(1232, 755)#(755, 2780)#(2780, 148)#(148, 1814)#(1814, 3177)#(3177, 2969)#(2969, 51)
(1665, 1182)#(1182, 2680)#(2680, 2864)#(2864, 1942)#(1942, 1872)#(1872, 2923)#(2923, 3064)#(3064, 1076)#(1076, 3609)#(3609, 3029)#(3029, 373)#(373, 3932)#(3932, 148)#(148, 2294)
(1470, 2663)#(2663, 4480)#(4480, 2064)#(2064, 1167)#(1167, 1878)#(1878, 1864)#(1864, 901)#(901, 1929)#(1929, 1928)#(1928, 148)#(148, 2664)#(2664, 1814)#(1814, 296)#(296, 355)
(3217, 412)#(412, 2534)#(2534, 1409)#(1409, 204)#(204, 2346)#(2346, 480)#(480, 1072)#(1072, 3170)#(3170, 89)#(89, 3417)#(3417, 827)#(827, 2589)#(2589, 148)#(148, 2215)
(447, 4786)#(4786, 2876)#(2876, 846)#(846, 3440)#(3440, 1070)#(1070, 318)#(318, 2546)#(2546, 1174)#(1174, 1187)#(1187, 3335)#(3335, 3188)#(3188, 148)#(148, 3201)#(3201, 2914)
(656, 1886)#(1886, 3423)#(3423, 530)#(530, 1200)#(1200, 3664)#(3664, 1660)#(1660, 1409)#(1409, 2774)#(2774, 148)#(148, 3271)#(3271, 4795)#(4795, 1669)#(1669, 4587)#(4587, 1172)
(17, 22)#(22, 71)#(71, 96)#(96, 112)#(112, 124)#(124, 624)#(624, 636)#(636, 660)#(660, 20)#(20, 32)#(32, 146)#(146, 148)#(148, 151)#(151, 154)
(2028, 1228)#(1228, 1441)#(1441, 545)#(545, 427)#(427, 3352)#(3352, 2758)#(2758, 2709)#(2709, 3656)#(3656, 148)#(148, 3011)#(3011, 3887)#(3887, 1446)#(1446, 4973)#(4973, 3159)
(1795, 146)#(146, 261)#(261, 354)#(354, 667)#(667, 256)#(256, 3233)#(3233, 1386)#(1386, 3094)#(3094, 3089)#(3089, 148)#(148, 1814)#(1814, 1678)#(1678, 2365)#(2365, 4135)
(3017, 955)#(955, 261)#(261, 32)#(32, 1986)#(1986, 2327)#(2327, 895)#(895, 2060)#(2060, 148)#(148, 3011)#(3011, 3647)#(3647, 3566)#(3566, 506)#(506, 573)#(573, 898)
(111, 442)#(442, 584)#(584, 148)#(148, 343)#(343, 1187)#(1187, 2535)#(2535, 260)#(260, 1176)#(1176, 1531)#(1531, 1919)#(1919, 1925)#(1925, 2489)#(2489, 2861)#(2861, 955)
(837, 181)#(181, 2641)#(2641, 2499)#(2499, 1441)#(1441, 545)#(545, 2001)#(2001, 1722)#(1722, 148)#(148, 4532)#(4532, 1005)#(1005, 3062)#(3062, 1961)#(1961, 1979)#(1979, 318)
(1320, 3529)#(3529, 2309)#(2309, 2518)#(2518, 1929)#(1929, 3201)#(3201, 4923)#(4923, 4070)#(4070, 148)#(148, 1235)#(1235, 2033)#(2033, 1188)#(1188, 1814)#(1814, 296)#(296, 355)
(2196, 1837)#(1837, 1813)#(1813, 19)#(19, 51)#(51, 48)#(48, 1567)#(1567, 4782)#(4782, 3878)#(3878, 148)#(148, 1664)#(1664, 336)#(336, 2247)#(2247, 2876)#(2876, 2149)
(3667, 667)#(667, 1886)#(1886, 613)#(613, 1937)#(1937, 4057)#(4057, 61)#(61, 2270)#(2270, 2349)#(2349, 3897)#(3897, 262)#(262, 148)#(148, 1017)#(1017, 2490)#(2490, 1339)
(3826, 3201)#(3201, 3895)#(3895, 3089)#(3089, 148)#(148, 2423)#(2423, 3509)#(3509, 846)#(846, 318)#(318, 51)#(51, 526)#(526, 1198)#(1198, 4786)
(1004, 412)#(412, 2253)#(2253, 3094)#(3094, 3102)#(3102, 148)#(148, 267)#(267, 3062)#(3062, 1835)#(1835, 1446)#(1446, 4147)#(4147, 2689)#(2689, 521)#(521, 2536)#(2536, 318)
(1192, 1257)#(1257, 1276)#(1276, 1828)#(1828, 1620)#(1620, 1260)#(1260, 247)#(247, 2419)#(2419, 148)#(148, 3071)#(3071, 1814)#(1814, 4900)#(4900, 4973)#(4973, 2858)#(2858, 2490)
(326, 665)#(665, 1072)#(1072, 3084)#(3084, 1929)#(1929, 3102)#(3102, 2001)#(2001, 2774)#(2774, 1015)#(1015, 148)#(148, 3075)#(3075, 2171)#(2171, 658)#(658, 4260)#(4260, 3598)
(1295, 163)#(163, 2302)#(2302, 1072)#(1072, 360)#(360, 1923)#(1923, 148)#(148, 3072)#(3072, 3771)#(3771, 627)#(627, 2042)#(2042, 1627)#(1627, 94)#(94, 2489)#(2489, 260)
(1842, 2904)#(2904, 1197)#(1197, 4)#(4, 105)#(105, 770)#(770, 4882)#(4882, 4595)#(4595, 2371)#(2371, 4901)#(4901, 1626)#(1626, 4155)#(4155, 148)#(148, 4398)#(4398, 3102)
(3064, 4230)#(4230, 1583)#(1583, 1164)#(1164, 539)#(539, 1877)#(1877, 219)#(219, 3897)#(3897, 2052)#(2052, 427)#(427, 2758)#(2758, 920)#(920, 148)#(148, 2215)#(2215, 4548)
(148, 1206)#(1206, 2774)#(2774, 2775)#(2775, 260)#(260, 2600)#(2600, 2876)#(2876, 2914)#(2914, 2679)#(2679, 3090)#(3090, 2997)#(2997, 2546)#(2546, 2893)#(2893, 2912)#(2912, 511)
(256, 4552)#(4552, 1590)#(1590, 1876)#(1876, 382)#(382, 2720)#(2720, 70)#(70, 148)#(148, 2300)#(2300, 4582)#(4582, 4917)#(4917, 1761)#(1761, 318)#(318, 526)#(526, 846)
(2, 22)#(22, 95)#(95, 112)#(112, 35)#(35, 45)#(45, 48)#(48, 51)#(51, 145)#(145, 148)#(148, 151)#(151, 152)#(152, 159)#(159, 186)#(186, 209)
(1540, 1081)#(1081, 920)#(920, 3916)#(3916, 148)#(148, 170)#(170, 2055)#(2055, 4396)#(4396, 4135)#(4135, 2775)#(2775, 355)#(355, 296)#(296, 846)#(846, 1198)#(1198, 1190)
(1443, 2640)#(2640, 4270)#(4270, 2277)#(2277, 1084)#(1084, 1032)#(1032, 825)#(825, 1115)#(1115, 1015)#(1015, 2331)#(2331, 148)#(148, 3598)#(3598, 3072)#(3072, 3187)#(3187, 898)
(3319, 4770)#(4770, 474)#(474, 1011)#(1011, 467)#(467, 2277)#(2277, 360)#(360, 2256)#(2256, 4398)#(4398, 148)#(148, 1576)#(1576, 4881)#(4881, 2775)#(2775, 2247)#(2247, 2876)
(1074, 4552)#(4552, 237)#(237, 3170)#(3170, 2976)#(2976, 3094)#(3094, 3656)#(3656, 3993)#(3993, 148)#(148, 2423)#(2423, 3917)#(3917, 4888)#(4888, 1706)#(1706, 2252)#(2252, 318)
(1330, 440)#(440, 3090)#(3090, 1320)#(1320, 1732)#(1732, 3529)#(3529, 2015)#(2015, 2603)#(2603, 1864)#(1864, 3170)#(3170, 3201)#(3201, 176)#(176, 1972)#(1972, 2236)#(2236, 148)
(1251, 2112)#(2112, 371)#(371, 3126)#(3126, 3773)#(3773, 440)#(440, 2678)#(2678, 412)#(412, 4037)#(4037, 66)#(66, 3170)#(3170, 3183)#(3183, 2219)#(2219, 148)#(148, 2460)
(3402, 4921)#(4921, 1386)#(1386, 1813)#(1813, 19)#(19, 148)#(148, 3319)#(3319, 2415)#(2415, 2995)#(2995, 1546)#(1546, 1060)#(1060, 4881)#(4881, 4155)#(4155, 1245)#(1245, 1069)
(2679, 2876)#(2876, 2640)#(2640, 2723)#(2723, 148)#(148, 296)#(296, 231)#(231, 151)#(151, 1371)#(1371, 1638)#(1638, 2)#(2, 1628)#(1628, 2363)#(2363, 2517)#(2517, 355)
(2149, 3179)#(3179, 1813)#(1813, 70)#(70, 3089)#(3089, 148)#(148, 4532)#(4532, 1439)#(1439, 2777)#(2777, 2310)#(2310, 1783)#(1783, 1082)#(1082, 1648)#(1648, 1190)#(1190, 246)
(2284, 1626)#(1626, 2015)#(2015, 2349)#(2349, 2403)#(2403, 3803)#(3803, 176)#(176, 148)#(148, 4548)#(4548, 2637)#(2637, 5)#(5, 2055)#(2055, 2107)#(2107, 2775)#(2775, 4881)
(1044, 1483)#(1483, 696)#(696, 755)#(755, 1514)#(1514, 223)#(223, 1187)#(1187, 148)#(148, 586)#(586, 1221)#(1221, 260)#(260, 585)#(585, 318)#(318, 1381)#(1381, 711)
(1245, 2958)#(2958, 148)#(148, 2706)#(2706, 585)#(585, 724)#(724, 1004)#(1004, 1947)#(1947, 3216)#(3216, 3900)#(3900, 2743)#(2743, 407)#(407, 2423)#(2423, 343)#(343, 2734)
(2988, 715)#(715, 326)#(326, 108)#(108, 1085)#(1085, 901)#(901, 2060)#(2060, 1015)#(1015, 148)#(148, 926)#(926, 1062)#(1062, 1634)#(1634, 3271)#(3271, 905)#(905, 1182)
(1350, 2403)#(2403, 480)#(480, 2327)#(2327, 3094)#(3094, 148)#(148, 2630)#(2630, 3877)#(3877, 1978)#(1978, 170)#(170, 296)#(296, 355)#(355, 111)#(111, 1839)#(1839, 2329)
(1003, 1381)#(1381, 1538)#(1538, 3179)#(3179, 1164)#(1164, 3652)#(3652, 3094)#(3094, 2774)#(2774, 70)#(70, 920)#(920, 148)#(148, 3463)#(3463, 4376)#(4376, 289)#(289, 846)
(1042, 582)#(582, 715)#(715, 1470)#(1470, 1866)#(1866, 3423)#(3423, 2499)#(2499, 1386)#(1386, 418)#(418, 148)#(148, 3877)#(3877, 999)#(999, 4530)#(4530, 2843)
(440, 3126)#(3126, 3279)#(3279, 2419)#(2419, 1937)#(1937, 1085)#(1085, 1067)#(1067, 148)#(148, 1539)#(1539, 2936)#(2936, 1814)#(1814, 2711)#(2711, 3174)#(3174, 806)#(806, 1265)
(2408, 1011)#(1011, 2624)#(2624, 2499)#(2499, 3168)#(3168, 1660)#(1660, 1441)#(1441, 1540)#(1540, 3179)#(3179, 2327)#(2327, 1072)#(1072, 70)#(70, 148)#(148, 2340)#(2340, 506)
(1537, 2396)#(2396, 61)#(61, 1379)#(1379, 2605)#(2605, 490)#(490, 204)#(204, 1802)#(1802, 3721)#(3721, 2758)#(2758, 3094)#(3094, 148)#(148, 1005)#(1005, 657)#(657, 3177)
(1187, 260)#(260, 1618)#(1618, 148)#(148, 1174)#(1174, 341)#(341, 1107)#(1107, 2410)#(2410, 2490)#(2490, 2623)#(2623, 2743)#(2743, 2775)#(2775, 3446)#(3446, 2600)#(2600, 2616)
(2028, 1409)#(1409, 2053)#(2053, 21)#(21, 2058)#(2058, 148)#(148, 4962)#(4962, 251)#(251, 2108)#(2108, 731)#(731, 4786)#(4786, 293)#(293, 3858)#(3858, 4171)#(4171, 2917)
(3467, 3826)#(3826, 2149)#(2149, 3338)#(3338, 4809)#(4809, 1633)#(1633, 1722)#(1722, 148)#(148, 4357)#(4357, 3244)#(3244, 3505)#(3505, 2392)#(2392, 4148)#(4148, 4132)#(4132, 2247)
(1073, 3629)#(3629, 3126)#(3126, 440)#(440, 2419)#(2419, 3301)#(3301, 2603)#(2603, 1164)#(1164, 148)#(148, 3601)#(3601, 318)#(318, 846)#(846, 51)#(51, 526)#(526, 1198)
(16, 22)#(22, 53)#(53, 86)#(86, 18)#(18, 46)#(46, 112)#(112, 40)#(40, 148)#(148, 151)#(151, 154)#(154, 155)#(155, 224)#(224, 229)#(229, 343)
(818, 80)#(80, 1441)#(1441, 2534)#(2534, 1386)#(1386, 380)#(380, 1624)#(1624, 2052)#(2052, 1618)#(1618, 148)#(148, 196)#(196, 2867)#(2867, 3754)#(3754, 3963)#(3963, 318)
(25, 1375)#(1375, 371)#(371, 454)#(454, 2663)#(2663, 89)#(89, 2229)#(2229, 148)#(148, 2589)#(2589, 3391)#(3391, 4511)#(4511, 1288)#(1288, 809)#(809, 296)#(296, 355)
(4270, 1236)#(1236, 3876)#(3876, 3826)#(3826, 3170)#(3170, 148)#(148, 3754)#(3754, 74)#(74, 2299)#(2299, 993)#(993, 1944)#(1944, 2264)#(2264, 2689)#(2689, 2825)#(2825, 2247)
(2639, 1660)#(1660, 2006)#(2006, 3270)#(3270, 3338)#(3338, 3448)#(3448, 148)#(148, 2171)#(2171, 1353)#(1353, 2540)#(2540, 3978)#(3978, 2037)#(2037, 1814)#(1814, 239)#(239, 3902)
(1922, 2373)#(2373, 1246)#(1246, 1044)#(1044, 1881)#(1881, 2825)#(2825, 826)#(826, 3064)#(3064, 145)#(145, 148)#(148, 1040)#(1040, 1678)#(1678, 2234)#(2234, 4612)#(4612, 4959)
(1260, 667)#(667, 1886)#(1886, 2064)#(2064, 2499)#(2499, 997)#(997, 262)#(262, 2485)#(2485, 148)#(148, 170)#(170, 2607)#(2607, 3375)#(3375, 1561)#(1561, 3961)#(3961, 768)
(3094, 148)#(148, 3358)
(2743, 1801)#(1801, 3529)#(3529, 1273)#(1273, 2149)#(2149, 3928)#(3928, 1509)#(1509, 2327)#(2327, 3183)#(3183, 148)#(148, 3888)#(3888, 2247)#(2247, 3936)#(3936, 355)#(355, 2876)
(35, 112)#(112, 1327)#(1327, 2626)#(2626, 253)#(253, 582)#(582, 1270)#(1270, 1677)#(1677, 430)#(430, 1318)#(1318, 148)#(148, 839)#(839, 1073)#(1073, 2457)#(2457, 260)
(4230, 3610)#(3610, 61)#(61, 2289)#(2289, 3710)#(3710, 412)#(412, 2346)#(2346, 4642)#(4642, 2656)#(2656, 755)#(755, 1722)#(1722, 2001)#(2001, 4773)#(4773, 3089)#(3089, 148)
(2403, 4923)#(4923, 148)#(148, 2859)#(2859, 2307)#(2307, 3580)#(3580, 3558)#(3558, 1691)#(1691, 4933)#(4933, 2350)#(2350, 2924)#(2924, 4558)#(4558, 2313)#(2313, 102)#(102, 4887)
(209, 1887)#(1887, 148)#(148, 583)#(583, 355)#(355, 356)#(356, 2600)#(2600, 223)#(223, 2627)#(2627, 1470)#(1470, 2904)#(2904, 560)#(560, 1474)#(1474, 1531)#(1531, 585)
(3911, 1270)#(1270, 3173)#(3173, 1084)#(1084, 3324)#(3324, 2060)#(2060, 3094)#(3094, 148)#(148, 2859)#(2859, 1017)#(1017, 3598)#(3598, 2843)#(2843, 3703)#(3703, 2377)#(2377, 296)
(2063, 148)#(148, 3926)#(3926, 4628)#(4628, 2403)#(2403, 3858)#(3858, 768)#(768, 1198)#(1198, 4786)#(4786, 1205)
(2196, 1312)#(1312, 1205)#(1205, 2028)#(2028, 2277)#(2277, 2396)#(2396, 1884)#(1884, 1231)#(1231, 70)#(70, 148)#(148, 3566)#(3566, 3703)#(3703, 2033)#(2033, 1243)#(1243, 318)
(12, 18)#(18, 29)#(29, 106)#(106, 32)#(32, 35)#(35, 40)#(40, 111)#(111, 145)#(145, 147)#(147, 148)#(148, 149)#(149, 151)#(151, 154)#(154, 156)
(2, 96)#(96, 142)#(142, 20)#(20, 24)#(24, 35)#(35, 40)#(40, 55)#(55, 146)#(146, 148)#(148, 151)#(151, 154)#(154, 159)#(159, 161)#(161, 217)
(3826, 2045)#(2045, 2331)#(2331, 148)#(148, 2236)#(2236, 1839)#(1839, 657)#(657, 2041)#(2041, 3093)#(3093, 590)#(590, 1910)#(1910, 1916)#(1916, 3447)#(3447, 2423)#(2423, 3165)
(3878, 3073)#(3073, 148)#(148, 3558)#(3558, 2623)#(2623, 4974)#(4974, 1664)
(355, 3017)#(3017, 148)#(148, 1187)#(1187, 3779)#(3779, 1012)#(1012, 1664)#(1664, 2322)#(2322, 2438)#(2438, 4480)#(4480, 4804)#(4804, 4922)#(4922, 4629)#(4629, 4798)#(4798, 1107)
(3520, 4610)#(4610, 89)#(89, 148)#(148, 3072)#(3072, 2033)#(2033, 1301)#(1301, 74)#(74, 3888)#(3888, 3375)#(3375, 3771)#(3771, 573)#(573, 1173)#(1173, 768)#(768, 4786)
(1100, 205)#(205, 3172)#(3172, 837)#(837, 2663)#(2663, 1011)#(1011, 66)#(66, 21)#(21, 148)#(148, 3656)#(3656, 2589)#(2589, 4901)#(4901, 296)#(296, 1070)#(1070, 1672)
(2028, 733)#(733, 1660)#(1660, 3179)#(3179, 89)#(89, 1569)#(1569, 2256)#(2256, 148)#(148, 2414)#(2414, 1839)#(1839, 4888)#(4888, 2635)#(2635, 4147)#(4147, 3159)#(3159, 1991)
(1375, 2998)#(2998, 2523)#(2523, 3934)#(3934, 3697)#(3697, 3163)#(3163, 1660)#(1660, 3173)#(3173, 3710)#(3710, 2389)#(2389, 3020)#(3020, 3893)#(3893, 148)#(148, 526)
(2212, 2254)#(2254, 1224)#(1224, 2373)#(2373, 1031)#(1031, 900)#(900, 1013)#(1013, 711)#(711, 3773)#(3773, 3021)#(3021, 2518)#(2518, 148)#(148, 2589)#(2589, 3071)#(3071, 3598)
(2028, 1876)#(1876, 1937)#(1937, 2603)#(2603, 1084)#(1084, 2722)#(2722, 148)#(148, 3075)#(3075, 3902)#(3902, 2247)#(2247, 2775)#(2775, 4881)#(4881, 846)#(846, 1198)#(1198, 4887)
(112, 355)#(355, 1012)#(1012, 1176)#(1176, 2714)#(2714, 3395)#(3395, 148)#(148, 1110)#(1110, 1174)#(1174, 4135)#(4135, 4723)#(4723, 4921)#(4921, 51)#(51, 2837)#(2837, 3275)
(6, 63)#(63, 106)#(106, 35)#(35, 40)#(40, 111)#(111, 146)#(146, 148)#(148, 151)#(151, 154)#(154, 158)#(158, 161)#(161, 343)#(343, 350)#(350, 420)
(1881, 2345)#(2345, 4270)#(4270, 3021)#(3021, 2346)#(2346, 19)#(19, 1875)#(1875, 148)#(148, 3917)#(3917, 2054)#(2054, 3117)#(3117, 1428)#(1428, 690)#(690, 831)
(3024, 2231)#(2231, 3173)#(3173, 1409)#(1409, 148)#(148, 2215)#(2215, 3963)#(3963, 3868)#(3868, 3375)#(3375, 3858)#(3858, 3589)#(3589, 3820)#(3820, 4881)#(4881, 30)#(30, 318)
(90, 1070)#(1070, 1664)#(1664, 2109)#(2109, 1078)#(1078, 3877)#(3877, 3878)#(3878, 3886)#(3886, 3887)#(3887, 3857)#(3857, 148)#(148, 1947)#(1947, 296)#(296, 590)#(590, 265)
(1432, 3171)#(3171, 1044)#(1044, 2998)#(2998, 1074)#(1074, 884)#(884, 3233)#(3233, 2323)#(2323, 4037)#(4037, 1877)#(1877, 3439)#(3439, 1624)#(1624, 3893)#(3893, 148)#(148, 219)
(1881, 2027)#(2027, 711)#(711, 2028)#(2028, 1756)#(1756, 148)#(148, 2883)#(2883, 3062)#(3062, 3391)#(3391, 2243)#(2243, 3940)#(3940, 2236)#(2236, 560)#(560, 1835)
(35, 148)#(148, 151)#(151, 409)#(409, 585)#(585, 589)#(589, 161)#(161, 178)#(178, 233)#(233, 235)#(235, 247)#(247, 253)#(253, 260)#(260, 265)#(265, 268)
(1590, 1200)#(1200, 3536)#(3536, 2006)#(2006, 3932)#(3932, 148)#(148, 3187)#(3187, 3915)#(3915, 4287)#(4287, 3732)#(3732, 1173)#(1173, 1870)#(1870, 296)#(296, 355)#(355, 590)
(35, 148)#(148, 151)#(151, 343)#(343, 585)#(585, 589)#(589, 32)#(32, 48)#(48, 152)#(152, 154)#(154, 162)#(162, 166)#(166, 170)#(170, 187)#(187, 209)
(837, 607)#(607, 1074)#(1074, 1886)#(1886, 1236)#(1236, 3021)#(3021, 3610)#(3610, 4355)#(4355, 4037)#(4037, 19)#(19, 2903)#(2903, 827)#(827, 148)#(148, 33)#(33, 731)
(2052, 2351)#(2351, 1874)#(1874, 2758)#(2758, 1811)#(1811, 70)#(70, 1327)#(1327, 425)#(425, 148)#(148, 3119)#(3119, 1893)#(1893, 2883)#(2883, 1315)#(1315, 2843)#(2843, 3938)
(2006, 303)#(303, 2289)#(2289, 1105)#(1105, 3094)#(3094, 148)#(148, 1005)#(1005, 4612)#(4612, 355)#(355, 318)#(318, 111)#(111, 260)#(260, 456)#(456, 151)#(151, 2)
(1665, 1031)#(1031, 2624)#(2624, 1711)#(1711, 827)#(827, 148)#(148, 1472)#(1472, 3889)#(3889, 3165)#(3165, 2305)#(2305, 3397)#(3397, 846)#(846, 526)#(526, 318)#(318, 51)
(3338, 2446)#(2446, 919)#(919, 2058)#(2058, 2331)#(2331, 148)#(148, 1106)#(1106, 685)#(685, 2912)#(2912, 3881)#(3881, 4287)#(4287, 1910)#(1910, 3961)#(3961, 296)#(296, 910)
(2639, 1320)#(1320, 1590)#(1590, 1537)#(1537, 2346)#(2346, 3364)#(3364, 66)#(66, 3792)#(3792, 148)#(148, 999)#(999, 1014)#(1014, 4530)#(4530, 806)#(806, 3963)#(3963, 2490)
(2191, 2825)#(2825, 440)#(440, 1830)#(1830, 176)#(176, 2722)#(2722, 2774)#(2774, 148)#(148, 1893)#(1893, 2637)#(2637, 3888)#(3888, 3005)#(3005, 182)#(182, 846)#(846, 1172)
(37, 96)#(96, 112)#(112, 493)#(493, 605)#(605, 20)#(20, 148)#(148, 151)#(151, 156)#(156, 160)#(160, 161)#(161, 162)#(162, 225)#(225, 231)#(231, 235)
(1316, 1375)#(1375, 2457)#(2457, 3064)#(3064, 3216)#(3216, 3189)#(3189, 755)#(755, 3094)#(3094, 70)#(70, 4070)#(4070, 148)#(148, 2630)#(2630, 3754)#(3754, 318)#(318, 51)
(1921, 1262)#(1262, 1542)#(1542, 1568)#(1568, 3366)#(3366, 2187)#(2187, 2969)#(2969, 4164)#(4164, 3428)#(3428, 318)#(318, 148)#(148, 33)#(33, 3920)#(3920, 2460)#(2460, 4887)
(656, 1069)#(1069, 1999)#(1999, 2832)#(2832, 247)#(247, 2825)#(2825, 3402)#(3402, 954)#(954, 1660)#(1660, 204)#(204, 2044)#(2044, 1757)#(1757, 997)#(997, 148)#(148, 1353)
(40, 111)#(111, 145)#(145, 148)#(148, 151)#(151, 154)#(154, 156)#(156, 161)#(161, 219)#(219, 222)#(222, 223)#(223, 236)#(236, 246)#(246, 253)#(253, 257)
(366, 352)#(352, 1880)#(1880, 1947)#(1947, 4242)#(4242, 1711)#(1711, 1664)#(1664, 2345)#(2345, 1176)#(1176, 148)#(148, 1245)#(1245, 592)#(592, 1078)#(1078, 1930)#(1930, 1931)
(1924, 2080)#(2080, 354)#(354, 1224)#(1224, 1100)#(1100, 1940)#(1940, 3629)#(3629, 2459)#(2459, 30)#(30, 2345)#(2345, 319)#(319, 3173)#(3173, 539)#(539, 3094)#(3094, 148)
(1432, 2611)#(2611, 361)#(361, 148)#(148, 2867)#(2867, 3420)#(3420, 3888)#(3888, 700)#(700, 1450)#(1450, 4087)#(4087, 3673)#(3673, 846)#(846, 1198)#(1198, 1190)#(1190, 1070)
(1320, 1272)#(1272, 3520)#(3520, 3721)#(3721, 755)#(755, 70)#(70, 827)#(827, 4398)#(4398, 148)#(148, 1893)#(1893, 501)#(501, 999)#(999, 1005)#(1005, 2431)#(2431, 1706)
(12, 17)#(17, 18)#(18, 22)#(22, 26)#(26, 33)#(33, 44)#(44, 59)#(59, 86)#(86, 101)#(101, 142)#(142, 20)#(20, 35)#(35, 148)#(148, 149)
(164, 1920)#(1920, 1378)#(1378, 32)#(32, 2196)#(2196, 1312)#(1312, 1100)#(1100, 430)#(430, 1044)#(1044, 171)#(171, 303)#(303, 1871)#(1871, 2346)#(2346, 148)#(148, 2637)
(587, 1012)#(1012, 1172)#(1172, 1628)#(1628, 2373)#(2373, 296)#(296, 318)#(318, 768)#(768, 2419)#(2419, 1365)#(1365, 35)#(35, 44)#(44, 1075)#(1075, 1162)#(1162, 148)
(217, 2064)#(2064, 1244)#(1244, 2289)#(2289, 1267)#(1267, 1417)#(1417, 2341)#(2341, 2053)#(2053, 3324)#(3324, 1923)#(1923, 3214)#(3214, 1015)#(1015, 2331)#(2331, 148)#(148, 999)
(148, 1078)#(1078, 111)#(111, 2154)#(2154, 2371)#(2371, 3190)#(3190, 3233)#(3233, 2232)#(2232, 846)#(846, 909)#(909, 1198)#(1198, 526)#(526, 1172)#(1172, 912)#(912, 605)
(560, 1583)#(1583, 1084)#(1084, 3338)#(3338, 2534)#(2534, 3084)#(3084, 827)#(827, 148)#(148, 2540)#(2540, 2065)#(2065, 3963)#(3963, 3391)#(3391, 2026)#(2026, 526)#(526, 318)
(1074, 3021)#(3021, 2349)#(2349, 1323)#(1323, 2560)#(2560, 2757)#(2757, 2636)#(2636, 920)#(920, 4070)#(4070, 1539)#(1539, 148)#(148, 3656)#(3656, 2340)#(2340, 2483)#(2483, 2867)
(2825, 1164)#(1164, 3029)#(3029, 1542)#(1542, 148)#(148, 3166)#(3166, 2876)#(2876, 3858)#(3858, 2775)#(2775, 4135)#(4135, 48)#(48, 768)#(768, 4881)#(4881, 2247)#(2247, 51)
(2, 8)#(8, 12)#(12, 26)#(26, 46)#(46, 53)#(53, 59)#(59, 141)#(141, 85)#(85, 32)#(32, 40)#(40, 148)#(148, 176)#(176, 186)#(186, 216)
(22, 35)#(35, 148)#(148, 412)#(412, 426)#(426, 430)#(430, 589)#(589, 592)#(592, 23)#(23, 40)#(40, 49)#(49, 51)#(51, 70)#(70, 161)#(161, 164)
(2345, 3364)#(3364, 2236)#(2236, 148)#(148, 1327)#(1327, 2322)#(2322, 1264)#(1264, 3426)#(3426, 1691)#(1691, 1888)#(1888, 3858)#(3858, 318)
(2149, 412)#(412, 2296)#(2296, 1081)#(1081, 545)#(545, 1542)#(1542, 2581)#(2581, 2001)#(2001, 148)#(148, 1398)#(1398, 1893)#(1893, 1646)#(1646, 3890)#(3890, 4888)#(4888, 846)
(148, 1321)#(1321, 3908)#(3908, 3396)#(3396, 2170)#(2170, 1179)#(1179, 1183)#(1183, 2546)#(2546, 260)#(260, 1174)#(1174, 1187)#(1187, 479)#(479, 4547)#(4547, 1497)#(1497, 318)
(1004, 1864)#(1864, 895)#(895, 148)#(148, 4548)#(4548, 3071)#(3071, 4376)#(4376, 3391)#(3391, 3902)#(3902, 1971)#(1971, 4881)#(4881, 2247)#(2247, 4786)#(4786, 318)#(318, 2876)
(818, 846)#(846, 1020)#(1020, 3598)#(3598, 1472)#(1472, 3710)#(3710, 1716)#(1716, 148)#(148, 2093)#(2093, 1221)#(1221, 2254)#(2254, 237)#(237, 1904)#(1904, 3362)#(3362, 2316)
(35, 61)#(61, 145)#(145, 148)#(148, 151)#(151, 173)#(173, 214)#(214, 215)#(215, 233)#(233, 235)#(235, 272)#(272, 296)#(296, 299)#(299, 306)#(306, 307)
(1318, 2459)#(2459, 361)#(361, 1732)#(1732, 3529)#(3529, 2861)#(2861, 1270)#(1270, 2656)#(2656, 1164)#(1164, 1323)#(1323, 3102)#(3102, 148)#(148, 3877)#(3877, 2540)#(2540, 1916)
(1995, 1753)#(1753, 2284)#(2284, 1884)#(1884, 3338)#(3338, 2656)#(2656, 867)#(867, 1259)#(1259, 2446)#(2446, 3439)#(3439, 2579)#(2579, 148)#(148, 2637)#(2637, 2483)#(2483, 3598)
(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(560, 3417)#(3417, 148)#(148, 3089)#(3089, 3075)#(3075, 2036)#(2036, 3868)#(3868, 2095)#(2095, 331)#(331, 118)#(118, 3428)#(3428, 4570)#(4570, 1233)#(1233, 1202)#(1202, 1177)
